Rank,Title,basename,Genre,ESRB_Rating,Platform,PublisherName,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
133,Super Mario Galaxy 2,super-mario-galaxy-2,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,9.7,9.8,7.41,,,,,,2010,https://www.vgchartz.com/games/boxart/full_903954AmericaFrontccc.jpg
134,Super Smash Bros. Melee,super-smash-bros-melee,Fighting,T,GC,Nintendo,HAL Laboratory,9.2,,7.41,,,,,,2001,https://www.vgchartz.com/games/boxart/full_404087AmericaFrontccc.jpg
135,Call of Duty: Black Ops 3,call-of-duty-black-ops-3,Shooter,M,XOne,Activision,Treyarch,,,,7.37,4.63,2.04,0.02,0.68,2015,https://www.vgchartz.com/games/boxart/full_8414457AmericaFrontccc.jpg
136,Battlefield 3,battlefield-3,Shooter,M,X360,Electronic Arts,Dice,8.5,,,7.35,4.47,2.12,0.06,0.69,2011,https://www.vgchartz.com/games/boxart/full_battlefield-3_439AmericaFront.jpg
137,The Legend of Zelda: Twilight Princess,the-legend-of-zelda-twilight-princess,Adventure,T,Wii,Nintendo,Nintendo EAD,9.5,9.6,7.26,,,,,,2006,https://www.vgchartz.com/games/boxart/full_2379938AmericaFrontccc.jpg
138,Battlefield 1,battlefield-1,Shooter,M,PS4,Electronic Arts,EA DICE,,,,7.26,2.2,3.65,0.29,1.12,2016,https://www.vgchartz.com/games/boxart/full_9032449AmericaFrontccc.png
139,Battlefield 3,battlefield-3,Shooter,M,PS3,Electronic Arts,Dice,8.5,,,7.21,2.86,2.94,0.35,1.07,2011,https://www.vgchartz.com/games/boxart/full_battlefield-3_278AmericaFront.jpg
140,Need for Speed Underground,need-for-speed-underground,Racing,E,PS2,Electronic Arts,EA Black Box,8.6,,,7.2,3.27,2.83,0.08,1.02,2003,https://www.vgchartz.com/games/boxart/9040231ccc.jpg
141,The Binding of Isaac,the-binding-of-isaac,Action,,PC,Edmund McMillen,Edmund McMillen,8.3,,7.17,,,,,,2011,https://www.vgchartz.com/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg
142,Crash Bandicoot 3: Warped,crash-bandicoot-3-warped,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,9.3,,,7.13,3.68,1.75,1.42,0.28,1998,https://www.vgchartz.com/games/boxart/8735469ccc.jpg
143,Pokemon Emerald Version,pokemon-emerald-version,Role-Playing,E,GBA,Nintendo,Game Freak,7.7,,7.06,,,,,,2005,https://www.vgchartz.com/games/boxart/4017681ccc.jpg
144,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,yokai-watch-2-bony-spirits,Role-Playing,E10,3DS,Nintendo,Level 5,,,7.03,,,,,,2016,https://www.vgchartz.com/games/boxart/full_8088410AmericaFrontccc.png
145,Need for Speed Underground 2,need-for-speed-underground-2,Racing,E,PS2,Electronic Arts,EA Black Box,8.3,,,6.9,2.71,3.02,0.08,1.09,2004,https://www.vgchartz.com/games/boxart/full_868897AmericaFrontccc.jpg
146,Just Dance 4,just-dance-4,Music,E10,Wii,Ubisoft,Ubisoft,,,,6.89,4.05,2.21,,0.62,2012,https://www.vgchartz.com/games/boxart/full_9463304AmericaFrontccc.jpg
147,Mario Kart: Double Dash!!,mario-kart-double-dash,Racing,E,GC,Nintendo,Nintendo EAD,8.5,,6.88,,,,,,2003,https://www.vgchartz.com/games/boxart/7829386ccc.jpg
148,Uncharted 3: Drake's Deception,uncharted-3-drakes-deception,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.3,6.3,,6.84,2.77,2.81,0.19,1.06,2011,https://www.vgchartz.com/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg
149,Medal of Honor: Frontline,medal-of-honor-frontline,Shooter,T,PS2,Electronic Arts,EA Los Angeles,9,,,6.83,2.93,2.75,0.17,0.99,2002,https://www.vgchartz.com/games/boxart/7583871ccc.jpg
150,Crash Bandicoot,crash-bandicoot,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,7.8,,6.82,,,,,,1996,https://www.vgchartz.com/games/boxart/full_5316597AmericaFrontccc.png
151,Zumba Fitness,zumba-fitness,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,,6.76,3.47,2.62,,0.67,2010,https://www.vgchartz.com/games/boxart/full_zumba-fitness_1AmericaFront.jpg
152,Uncharted 2: Among Thieves,uncharted-2-among-thieves,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.5,9.6,,6.74,3.28,2.22,0.21,1.02,2009,https://www.vgchartz.com/games/boxart/full_2350454AmericaFrontccc.jpg
153,Call of Duty 4: Modern Warfare,call-of-duty-4-modern-warfare,Shooter,M,PS3,Activision,Infinity Ward,9.5,9.6,,6.72,3.13,2.27,0.28,1.04,2007,https://www.vgchartz.com/games/boxart/full_75346AmericaFrontccc.jpg
154,FIFA Soccer 12,fifa-soccer-12,Sports,E,PS3,EA Sports,EA Canada,9.2,,,6.65,0.84,4.33,0.11,1.37,2011,https://www.vgchartz.com/games/boxart/full_fifa-soccer-12_475AmericaFront.jpg
155,FIFA 14,fifa-14,Sports,E,PS3,EA Sports,EA Canada,,,,6.61,0.79,4.77,0.07,0.98,2013,https://www.vgchartz.com/games/boxart/full_6002851AmericaFrontccc.jpeg
156,Red Dead Redemption,red-dead-redemption,Action,M,PS3,Rockstar Games,Rockstar San Diego,9.5,,,6.57,2.82,2.58,0.17,1,2011,https://www.vgchartz.com/games/boxart/full_7375558AmericaFrontccc.jpg
157,Donkey Kong Country Returns,donkey-kong-country-returns,Platform,E,Wii,Nintendo,Retro Studios,8.6,,6.53,,,,,,2010,https://www.vgchartz.com/games/boxart/full_donkey-kong-country-returns_6AmericaFront.jpg
158,The Legend of Zelda,the-legend-of-zelda,Adventure,,NES,Nintendo,Nintendo EAD,,,6.51,,,,,,1987,https://www.vgchartz.com/games/boxart/full_3817175AmericaFrontccc.jpg
159,Assassin's Creed III,assassins-creed-iii,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,8.8,,,6.5,2.65,2.61,0.16,1.08,2012,https://www.vgchartz.com/games/boxart/full_7776699AmericaFrontccc.jpeg
160,Guild Wars,guild-wars,Role-Playing,T,PC,NCSoft,ArenaNet,8.7,,6.5,,,,,,2005,https://www.vgchartz.com/games/boxart/7542120ccc.jpg
161,Red Dead Redemption,red-dead-redemption,Action,M,X360,Rockstar Games,Rockstar San Diego,9.5,10,,6.5,3.77,2.03,0.09,0.6,2010,https://www.vgchartz.com/games/boxart/full_2634795AmericaFrontccc.jpg
162,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,9,,,6.49,2.57,2.68,0.25,0.99,2011,https://www.vgchartz.com/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg
163,Final Fantasy XII,final-fantasy-xii,Role-Playing,T,PS2,Square Enix,Square Enix,9.4,9.5,6.4,,,,,,2006,https://www.vgchartz.com/games/boxart/full_5437540AmericaFrontccc.jpg
164,Tomodachi Life,tomodachi-life,Simulation,E,3DS,Nintendo,Nintendo,7.8,,6.4,,,,,,2014,https://www.vgchartz.com/games/boxart/full_6316001AmericaFrontccc.png
165,Pokemon Crystal Version,pokemon-crystal-version,Role-Playing,E,GBC,Nintendo,Game Freak,8.7,,6.39,,,,,,2001,https://www.vgchartz.com/games/boxart/2989621ccc.jpg
166,Halo 3: ODST,halo-3-odst,Shooter,M,X360,Microsoft Game Studios,Bungie,8.7,,,6.35,4.34,1.34,0.06,0.61,2009,https://www.vgchartz.com/games/boxart/full_8199541AmericaFrontccc.jpg
167,Minecraft,minecraft,Misc,E10,PS4,Sony Computer Entertainment,Mojang,9.4,,,6.33,1.89,3.13,0.35,0.96,2014,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg
168,FIFA 15,fifa-15,Sports,E,PS4,EA Sports,EA Canada,8.1,,,6.32,0.83,4.49,0.05,0.94,2014,https://www.vgchartz.com/games/boxart/full_189344AmericaFrontccc.jpg
169,Kingdom Hearts,kingdom-hearts,Role-Playing,E,PS2,Square EA,SquareSoft,8.5,,6.3,,,,,,2002,https://www.vgchartz.com/games/boxart/6663606ccc.jpg
170,Street Fighter II: The World Warrior,street-fighter-ii-the-world-warrior,Fighting,,SNES,Capcom,Capcom,,,6.3,,,,,,1992,https://www.vgchartz.com/games/boxart/1247493ccc.jpg
171,The Last of Us,the-last-of-us,Action-Adventure,M,PS3,Sony Computer Entertainment America,Naughty Dog,9.5,,,6.27,2.41,2.57,0.29,0.99,2013,https://www.vgchartz.com/games/boxart/full_2562877AmericaFrontccc.jpg
172,Driver,driver,Action,T,PS,GT Interactive,Reflections Interactive,8.5,,,6.27,3.11,2.8,0.02,0.33,1999,https://www.vgchartz.com/games/boxart/7411582ccc.jpg
173,Call of Duty: WWII,call-of-duty-wwii,Shooter,M,XOne,Activision,Sledgehammer Games,,,,6.23,3.75,1.91,,0.57,2017,https://www.vgchartz.com/games/boxart/full_9289123AmericaFrontccc.jpg
174,God of War (2018),god-of-war-2018,Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,9.7,,,6.15,2.83,2.17,0.13,1.02,2018,https://www.vgchartz.com/games/boxart/full_3094030AmericaFrontccc.jpg
175,Big Brain Academy,big-brain-academy,Misc,E,DS,Nintendo,Nintendo EAD,7.7,,6.15,,,,,,2006,https://www.vgchartz.com/games/boxart/full_8805912AmericaFrontccc.jpg
176,Minecraft,minecraft,Misc,E10,PS3,Sony Computer Entertainment America,Mojang,,,,6.05,2.21,2.86,,0.99,2014,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg
177,Metal Gear Solid 2: Sons of Liberty,metal-gear-solid-2-sons-of-liberty,Action,M,PS2,Konami,Konami Computer Entertainment Japan,9.5,7,,6.05,2.45,2.01,0.87,0.72,2001,https://www.vgchartz.com/games/boxart/7540650ccc.jpg
178,Metal Gear Solid,metal-gear-solid,Action,M,PS,Konami,Konami Computer Entertainment Japan,9.3,,6,,,,,,1998,https://www.vgchartz.com/games/boxart/9272999ccc.jpg
179,Myst,myst,Adventure,E,PC,Broderbund,Cyan Worlds,8.9,,6,,,,,,1995,https://www.vgchartz.com/games/boxart/6809758ccc.jpg
180,Sonic the Hedgehog 2,sonic-the-hedgehog-2,Platform,,GEN,Sega,Sonic Team,,,6,,,,,,1992,https://www.vgchartz.com/games/boxart/full_7789756AmericaFrontccc.jpg
181,Metal Gear Solid 4: Guns of the Patriots,metal-gear-solid-4-guns-of-the-patriots,Action,M,PS3,Konami,Kojima Productions,9.3,9.8,,6,2.63,1.72,0.83,0.81,2008,https://www.vgchartz.com/games/boxart/full_9894043AmericaFrontccc.jpg
182,Euro Truck Simulator 2,euro-truck-simulator-2,Simulation,,PC,SCS Software,SCS Software,8.5,,5.98,,,,,,2013,https://www.vgchartz.com/games/boxart/full_7497790PALFrontccc.jpg
183,Mario Kart: Super Circuit,mario-kart-super-circuit,Racing,E,GBA,Nintendo,Intelligent Systems,9.3,,5.91,,,,,,2001,https://www.vgchartz.com/games/boxart/2658248ccc.jpg
184,Super Mario Sunshine,super-mario-sunshine,Platform,E,GC,Nintendo,Nintendo EAD,9.2,,5.91,,,,,,2002,https://www.vgchartz.com/games/boxart/full_7690529AmericaFrontccc.jpg
185,LittleBigPlanet,littlebigplanet,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.4,9.2,,5.85,2.8,2.01,0.17,0.87,2008,https://www.vgchartz.com/games/boxart/full_2499488AmericaFrontccc.jpg
186,Age of Empires II: HD Edition,age-of-empires-ii-hd-edition,Strategy,,PC,Microsoft Studios,Hidden Path Entertainment,,,5.82,,,,,,2013,https://www.vgchartz.com/games/boxart/full_7218098AmericaFrontccc.jpg
187,Super Mario 3D World,super-mario-3d-world,Platform,E,WiiU,Nintendo,Nintendo EAD Tokyo,9.5,,5.8,,,,,,2013,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg
188,Link's Crossbow Training,links-crossbow-training,Shooter,T,Wii,Nintendo,Nintendo EAD,6.9,,5.79,,,,,,2007,https://www.vgchartz.com/games/boxart/full_links-crossbow-training_1AmericaFront.jpg
189,Red Dead Redemption 2,red-dead-redemption-2,Action-Adventure,M,XOne,Rockstar Games,Rockstar Games,,,,5.77,3.76,1.47,,0.54,2018,https://www.vgchartz.com/games/boxart/full_1425733AmericaFrontccc.jpg
190,New Super Mario Bros. U,new-super-mario-bros-u,Platform,E,WiiU,Nintendo,Nintendo EAD,8.4,,5.77,,,,,,2012,https://www.vgchartz.com/games/boxart/full_3288399AmericaFrontccc.jpg
191,Destiny,destiny,Shooter,T,PS4,Activision,Bungie,,,,5.76,2.53,2.13,0.16,0.94,2014,https://www.vgchartz.com/games/boxart/full_6703728AmericaFrontccc.jpg
192,Luigi's Mansion: Dark Moon,luigis-mansion-dark-moon,Adventure,E,3DS,Nintendo,Next Level Games,8.6,,5.75,,,,,,2013,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png
193,Tekken 2,tekken-2,Fighting,T,PS,Namco,Namco,9.1,,,5.74,2.26,1.89,1.36,0.23,1996,https://www.vgchartz.com/games/boxart/full_tekken-2_616AmericaFront.jpg
194,Uncharted: The Nathan Drake Collection,uncharted-the-nathan-drake-collection,Action,,PS4,Sony Computer Entertainment,Bluepoint Games,,,,5.7,2.55,2.11,0.1,0.94,2015,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg
195,Super Mario World: Super Mario Advance 2,super-mario-world-super-mario-advance-2,Platform,E,GBA,Nintendo,Nintendo EAD,9.4,,5.69,,,,,,2002,https://www.vgchartz.com/games/boxart/5020276ccc.jpg
196,LEGO Star Wars: The Complete Saga,lego-star-wars-the-complete-saga,Action,E10,Wii,LucasArts,Traveller's Tales,8,,,5.66,3.57,1.57,,0.52,2007,https://www.vgchartz.com/games/boxart/full_2958031AmericaFrontccc.jpg
197,Cooking Mama,cooking-mama,Simulation,E,DS,Majesco,Office Create,6.6,,,5.66,3.09,1.92,0.07,0.58,2006,https://www.vgchartz.com/games/boxart/full_4805635AmericaFrontccc.jpg
198,The Legend of Zelda: Ocarina of Time 3D,the-legend-of-zelda-ocarina-of-time-3d,Action-Adventure,E10,3DS,Nintendo,GREZZO,9.5,,5.62,,,,,,2011,https://www.vgchartz.com/games/boxart/full_808764AmericaFrontccc.jpg
199,Tetris,tetris,Puzzle,,NES,Nintendo,Nintendo,,,5.58,,,,,,1989,https://www.vgchartz.com/games/boxart/full_4580639AmericaFrontccc.jpg
200,Super Mario Advance,super-mario-advance,Platform,E,GBA,Nintendo,Nintendo EAD,8.2,,5.57,,,,,,2001,https://www.vgchartz.com/games/boxart/1255012ccc.png
201,Assassin's Creed II,assassins-creed-ii,Action,M,PS3,Ubisoft,Ubisoft Montreal,9,,,5.57,2.54,1.95,0.21,0.86,2009,https://www.vgchartz.com/games/boxart/full_5252150AmericaFrontccc.jpg
202,Super Smash Bros.,super-smash-bros,Fighting,E,N64,Nintendo,HAL Laboratory,8.4,,5.55,,,,,,1999,https://www.vgchartz.com/games/boxart/full_4987723AmericaFrontccc.jpg
203,Assassin's Creed,assassins-creed,Action,M,X360,Ubisoft,Ubisoft Montreal,8.2,8,,5.55,3.28,1.64,0.07,0.56,2007,https://www.vgchartz.com/games/boxart/full_7562642AmericaFrontccc.jpg
204,Batman: Arkham City,batman-arkham-city,Action,T,PS3,Warner Bros. Interactive,Rocksteady Studios,9.6,,,5.54,2.72,1.89,0.11,0.82,2011,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg
205,Forza Motorsport 3,forza-motorsport-3,Racing,E,X360,Microsoft Game Studios,Turn 10 Studios,9.2,9.8,,5.5,2.99,1.9,0.1,0.51,2009,https://www.vgchartz.com/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg
206,Dragon Quest IX: Sentinels of the Starry Skies,dragon-quest-ix-sentinels-of-the-starry-skies,Role-Playing,E10,DS,Nintendo,Level 5,8.6,,5.5,,,,,,2010,https://www.vgchartz.com/games/boxart/full_9921863AmericaFrontccc.jpg
207,Final Fantasy IX,final-fantasy-ix,Role-Playing,T,PS,Square,SquareSoft,9.2,,5.5,,,,,,2000,https://www.vgchartz.com/games/boxart/5453509ccc.jpg
208,Final Fantasy X-2,final-fantasy-x-2,Role-Playing,T,PS2,Square Enix,Square Enix,8.3,,5.5,,,,,,2003,https://www.vgchartz.com/games/boxart/1345488ccc.jpg
209,Tomb Raider (2013),tomb-raider-2013,Action,M,PC,Square Enix,Crystal Dynamics,8.8,,5.5,,,,,,2013,https://www.vgchartz.com/games/boxart/full_5321723AmericaFrontccc.jpg
210,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,Role-Playing,M,PC,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,5.48,,,,,,2015,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg
211,Pokemon Stadium,pokemon-stadium,Strategy,E,N64,Nintendo,HAL Laboratory,7.5,,5.46,,,,,,2000,https://www.vgchartz.com/games/boxart/full_6051233AmericaFrontccc.jpg
212,Minecraft,minecraft,Misc,E10,XOne,Microsoft Studios,Mojang,,,,5.43,3.23,1.71,,0.49,2014,https://www.vgchartz.com/games/boxart/full_739755AmericaFrontccc.jpg
213,Call of Duty: World at War,call-of-duty-world-at-war,Shooter,M,PS3,Activision,Treyarch,8.4,,,5.43,2.75,1.84,,0.84,2008,https://www.vgchartz.com/games/boxart/full_4070815AmericaFrontccc.jpg
214,Super Mario Advance 4: Super Mario Bros. 3,super-mario-advance-4-super-mario-bros-3,Platform,E,GBA,Nintendo,Nintendo EAD,9.2,,5.43,,,,,,2003,https://www.vgchartz.com/games/boxart/3074364ccc.jpg
215,Crash Bandicoot: The Wrath of Cortex,crash-bandicoot-the-wrath-of-cortex,Platform,E,PS2,Universal Interactive,Traveller's Tales,6.9,,,5.42,2.07,2.29,0.24,0.82,2001,https://www.vgchartz.com/games/boxart/9261584ccc.jpg
216,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,Role-Playing,M,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,5.39,1.48,2.82,0.28,0.81,2015,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg
217,Final Fantasy XIII,final-fantasy-xiii,Role-Playing,T,PS3,Square Enix,Square Enix,8,9.2,,5.35,1.75,1.23,1.87,0.51,2010,https://www.vgchartz.com/games/boxart/full_282357AmericaFrontccc.jpg
218,Gran Turismo 5 Prologue,gran-turismo-5-prologue,Racing,E,PS3,Sony Computer Entertainment,Polyphony Digital,8.3,,5.35,,,,,,2008,https://www.vgchartz.com/games/boxart/full_7582703AmericaFrontccc.jpg
219,Super Smash Bros. for Wii U,super-smash-bros-for-wii-u,Fighting,E10,WiiU,Nintendo,Bandai Namco Games,9.2,,5.35,,,,,,2014,https://www.vgchartz.com/games/boxart/full_8573628AmericaFrontccc.jpg
220,Dr. Mario,dr-mario,Puzzle,,GB,Nintendo,Nintendo R&D1,,,5.34,,,,,,1990,https://www.vgchartz.com/games/boxart/2366566ccc.jpg
221,Assassin's Creed III,assassins-creed-iii,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,,,,5.31,3.13,1.71,0.03,0.45,2012,https://www.vgchartz.com/games/boxart/full_7723506AmericaFrontccc.jpg
222,Pokemon Pinball,pokemon-pinball,Misc,E,GBC,Nintendo,Jupiter Corporation,8.7,,5.31,,,,,,1999,https://www.vgchartz.com/games/boxart/8982539ccc.jpg
223,Assassin's Creed II,assassins-creed-ii,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,,5.3,3.14,1.55,0.08,0.52,2009,https://www.vgchartz.com/games/boxart/full_8353337AmericaFrontccc.jpg
224,Super Mario Party,super-mario-party,Party,E,NS,Nintendo,"Nd Cube Co., Ltd.",7.3,,5.3,,,,,,2018,https://www.vgchartz.com/games/boxart/full_4963230AmericaFrontccc.jpg
225,The Forest,the-forest,Misc,,PC,Endnight Games Ltd,Unknown,,,5.3,,,,,,2014,https://www.vgchartz.com/games/boxart/full_7703243AmericaFrontccc.jpg
226,Donkey Kong 64,donkey-kong-64,Platform,E,N64,Nintendo,Rare Ltd.,9.3,,5.27,,,,,,1999,https://www.vgchartz.com/games/boxart/8478887ccc.jpg
227,Just Dance 2,just-dance-2,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.3,,5.25,,,,,,2010,https://www.vgchartz.com/games/boxart/full_just-dance-2_8AmericaFront.jpg
228,Tomb Raider II,tomb-raider-ii,Adventure,T,PS,Eidos Interactive,Core Design Ltd.,7.6,,,5.24,2.3,2.46,0.2,0.28,1997,https://www.vgchartz.com/games/boxart/3330776ccc.jpg
229,Madden NFL 2004,madden-nfl-2004,Sports,E,PS2,EA Sports,EA Tiburon,9.5,,,5.23,4.26,0.26,0.01,0.71,2003,https://www.vgchartz.com/games/boxart/1473680ccc.jpg
230,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,XOne,Activision,Sledgehammer Games,8.3,,,5.22,3.25,1.49,0.01,0.48,2014,https://www.vgchartz.com/games/boxart/full_6401955AmericaFrontccc.jpg
231,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,PC,Bethesda Softworks,Obsidian Entertainment,8.3,,5.22,,,,,,2010,https://www.vgchartz.com/games/boxart/full_5517909AmericaFrontccc.jpg
232,Gran Turismo 6,gran-turismo-6,Racing,E,PS3,Sony Computer Entertainment America,Polyphony Digital,,,5.22,,,,,,2013,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg
233,Kingdom Hearts II,kingdom-hearts-ii,Role-Playing,E10,PS2,Square Enix,Square Enix,8.3,,5.2,,,,,,2006,https://www.vgchartz.com/games/boxart/full_282541AmericaFrontccc.jpg
234,God of War III,god-of-war-iii,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,9.2,9.4,5.2,,,,,,2010,https://www.vgchartz.com/games/boxart/full_3803324AmericaFrontccc.jpg
235,Nintendo Land,nintendo-land,Party,E10,WiiU,Nintendo,Nintendo,7.8,,5.19,,,,,,2012,https://www.vgchartz.com/games/boxart/full_7183633AmericaFrontccc.jpg
236,Super Mario Land 3: Wario Land,super-mario-land-3-wario-land,Platform,E,GB,Nintendo,Nintendo R&D1,7.9,,5.19,,,,,,1994,https://www.vgchartz.com/games/boxart/7315975ccc.jpg
237,Donkey Kong Country 2: Diddy's Kong Quest,donkey-kong-country-2-diddys-kong-quest,Platform,E,SNES,Nintendo,Rare Ltd.,9.3,,5.15,,,,,,1995,https://www.vgchartz.com/games/boxart/3074502ccc.jpg
238,Medal of Honor: Rising Sun,medal-of-honor-rising-sun,Shooter,T,PS2,Electronic Arts,EA Los Angeles,5.9,,,5.13,1.98,2.23,0.13,0.8,2003,https://www.vgchartz.com/games/boxart/255122ccc.jpg
239,Battlefield 1,battlefield-1,Shooter,M,XOne,Electronic Arts,EA DICE,,,,5.13,3.37,1.26,0.02,0.48,2016,https://www.vgchartz.com/games/boxart/full_601699AmericaFrontccc.png
240,Kirby's Dream Land,kirbys-dream-land,Platform,E,GB,Nintendo,HAL Laboratory,,,5.13,,,,,,1992,https://www.vgchartz.com/games/boxart/2147013ccc.jpg
241,Microsoft Flight Simulator,microsoft-flight-simulator,Simulation,E,PC,Microsoft,Microsoft,7,,,5.12,3.22,1.69,,0.2,1996,https://www.vgchartz.com/games/boxart/2419814ccc.jpg
242,Guitar Hero II,guitar-hero-ii,Misc,T,PS2,RedOctane,Harmonix Music Systems,9.2,,,5.12,3.81,0.63,,0.68,2006,https://www.vgchartz.com/games/boxart/full_2486879AmericaFrontccc.jpg
243,FIFA 13,fifa-13,Sports,E,X360,EA Sports,EA Canada,,,,5.11,1.1,3.49,0.03,0.5,2012,https://www.vgchartz.com/games/boxart/full_6831972AmericaFrontccc.jpg
244,Resident Evil 5,resident-evil-5,Action,M,PS3,Capcom,Capcom,8.6,8.8,,5.1,1.96,1.42,1.08,0.64,2009,https://www.vgchartz.com/games/boxart/full_989928AmericaFrontccc.jpg
245,Fable III,fable-iii,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,7.8,,,5.1,3.59,1.09,0.05,0.37,2010,https://www.vgchartz.com/games/boxart/full_fable-iii_9AmericaFront.jpg
246,Mario & Sonic at the Olympic Games,mario-amp-sonic-at-the-olympic-games,Sports,E,DS,Sega,Sega,7,,,5.1,1.63,2.46,0.44,0.57,2008,https://www.vgchartz.com/games/boxart/full_557605AmericaFrontccc.jpg
247,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.4,,,5.08,1.7,2.03,0.16,1.19,2006,https://www.vgchartz.com/games/boxart/full_1162504AmericaFrontccc.jpg
248,FIFA Soccer 11,fifa-soccer-11,Sports,E,PS3,EA Sports,EA Canada,8.7,,,5.08,0.61,3.28,0.06,1.12,2010,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg
249,Super Mario Bros. Deluxe,super-mario-bros-deluxe,Platform,E,GB,Nintendo,Nintendo EAD,9.7,,5.07,,,,,,1999,https://www.vgchartz.com/games/boxart/1232596ccc.jpg
